organisation,year,vendor_country,vendor_name,amount,description,country_code,Type,Period
NATO,2011,France,THALES ELECTRON DEVICES,180700.0,NADGE SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2011,France,THALES ELECTRON DEVICES,695000.0,EECTRON TUBE SUPPLY,FRA,Outline Agreement,Q1Q2
NATO,2011,France,THALES OPTRONIQUE SA,355370.18,PROCUREMENT OF NIGHT VISION EQUIPMENT,FRA,Orders Awarded,Q1Q2
NATO,2011,France,THALES RAYTHEON SYSTEMS,108700.78,"PLATE,RETAINING,SEAL",FRA,Orders Awarded,Q3Q4
NATO,2011,France,THALES RAYTHEON SYSTEMS,243978.36,CABLE ASSEMBLIES,FRA,Orders Awarded,Q1Q2
NATO,2011,France,THALES RAYTHEON SYSTEMS,347506.95,NADGE SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2011,France,TR EQUIPEMENT,109160.87,ADAPTATION KIT,FRA,Orders Awarded,Q3Q4
NATO,2011,France,TR EQUIPEMENT,120626.98,DILLON MINIGUN M134D-H,FRA,Orders Awarded,Q1Q2
NATO,2011,France,TR EQUIPEMENT,120626.98,DILLON MINIGUN M134D-H,FRA,Orders Awarded,Q3Q4
NATO,2011,France,TR EQUIPEMENT,486547.26,DCL 120 DOT SIGHT,FRA,Orders Awarded,Q3Q4
NATO,2011,France,TRANSACO SA,529007.59,RANDOM BROKERAGE SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2011,France,TRANSAS MEDITERRANEAN SAS,474494.57,SIMULATEUR BREST,FRA,Orders Awarded,Q3Q4
NATO,2011,France,TRESCAL SA,259457.4,HAWK SERVICES,FRA,Orders Awarded,Q1Q2
NATO,2011,France,UWC GLOBAL SECURITY,115217.1,KIT TRACKING SYSTEM,FRA,Orders Awarded,Q3Q4
NATO,2011,France,VALEO SERVICES,403522.56,RADIATEUR,FRA,Orders Awarded,Q3Q4
NATO,2011,France,"ZODIAC MILPRO INTERNATIONAL, SASU",3442550.45,ZODIAK HURRICANE,FRA,Orders Awarded,Q3Q4
NATO,2011,Germany,3 M DEUTSCHLAND GMBH US GOVERNMENT SERVICES EUROPE,116065.0,HEARING PROT. FOLDING.FINNISH MIL C,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,3 M DEUTSCHLAND GMBH US GOVERNMENT SERVICES EUROPE,121138.5,HI VISIBILITY BELTS,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,3 M DEUTSCHLAND GMBH US GOVERNMENT SERVICES EUROPE,145616.4,3M COMBAT ARMS DOUBLE ENDED,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,3 M DEUTSCHLAND GMBH US GOVERNMENT SERVICES EUROPE,145616.4,"3M COMBAT ARMS DOUBLE ENDED, PR",DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,3 M DEUTSCHLAND GMBH US GOVERNMENT SERVICES EUROPE,159502.5,"3M COMBAT ARMS DOUBLE ENDED, PR",DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,3 M DEUTSCHLAND GMBH US GOVERNMENT SERVICES EUROPE,187650.0,"3M COMBAT ARMS DOUBLE ENDED, PR",DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,3 M DEUTSCHLAND GMBH US GOVERNMENT SERVICES EUROPE,218188.3,COMTAC XP,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,3 M DEUTSCHLAND GMBH US GOVERNMENT SERVICES EUROPE,242277.0,HI VISIBILITY BELTS,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,3 M DEUTSCHLAND GMBH US GOVERNMENT SERVICES EUROPE,278556.0,HEARING PROTECTOR MILITARY NSN,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,3 M DEUTSCHLAND GMBH US GOVERNMENT SERVICES EUROPE,327282.45,COMTAC XP,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,3 M DEUTSCHLAND GMBH US GOVERNMENT SERVICES EUROPE,403447.5,3M COMBAT ARMS DOUBLE ENDED,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,3 M DEUTSCHLAND GMBH US GOVERNMENT SERVICES EUROPE,403447.5,"3M COMBAT ARMS DOUBLE ENDED, PR",DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,AERODATA AG,938945.0,HELICOPTER SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,AERODATA AG,1598500.0,UPDATE JEPPESEN DATABASE,DEU,Outline Agreement,Q3Q4
NATO,2011,Germany,ATLAS ELEKTRONIK GMBH,1227788.39,SPARES FOR MK-46 TORPEDO,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,ATLAS ELEKTRONIK GMBH,3443609.63,RANDOM BROKERAGE SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,CEOTRONICS GMBH,128786.28,AWACS SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,COMLOG,3509055.0,R&R FOR PATRIOT MISSILES,DEU,Outline Agreement,Q3Q4
NATO,2011,Germany,COMLOG,208500000.0,R&R FOR PATRIOT MISSILES,DEU,Outline Agreement,Q3Q4
NATO,2011,Germany,DIEHL BGT DEFENCE GMBH & CO KG,1455770.63,AMMUNITION SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,DIEHL BGT DEFENCE GMBH & CO KG,1995194.88,PROCUREMENT OF AMMUNITION,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,129548.0,PAD TRACK SHOE M113,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,129548.0,PAD TRACK SHOE M113,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,136025.4,PAD TRACK SHOE M113,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,141590.96,LAUFPOLSTER 840 B,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,141590.96,LAUFPOLSTER 840 B,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,147993.3,LAUFPOLSTER 840 B,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,187900.2,RANDOM BROKERAGE SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,209696.79,PAD TRACK SHOE LEO 2,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,233978.7,PZH2000 SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,249866.4,PAD TRACK SHOE LEO 2,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,249866.4,PAD TRACK SHOE LEO 2,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,287600.73,PAD TRACK SHOE LEO 2,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,287600.73,PAD TRACK SHOE LEO 2,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,293768.16,SEGMENTED BAND TRACK,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,293768.16,SEGMENTED BAND TRACK 325B,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,325985.58,GLEISKETTENGLIED,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,332550.55,TRIEBRADZAHNKRANZ 1028,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,337219.56,TRACK SHOE VEHICULAR COMPLETE,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,337219.56,TRACK SHOE VEHICULAR COMPLETE 622 C,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,352522.07,SEGMENTED BAND TRACK 325B,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,352522.07,SEGMENTED BAND TRACK 325B,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,556126.49,GLEISKETTENGLIED,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,556126.49,GLEISKETTENGLIED,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,719067.85,GLEISKETTENGLIED,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,719067.85,GLEISKETTENGLIED,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,1310422.5,TRACK SHOE VEHICULAR COMPLETE,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,1310422.5,TRACK SHOE VEHICULAR COMPLETE,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,1310422.5,TRACK SHOE VEHICULAR COMPLETE 1028,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,1310422.5,TRACK SHOE VEHICULAR COMPLETE 1028,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,2750671.0,"TRACK SHOE, VEHICULAR",DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,EADS DEUTSCHLAND GMBH,175655.69,RADAR DATA COMPUTER,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,EADS DEUTSCHLAND GMBH,191611.5,RADAR SET SUBASSEMBLY,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,EADS DEUTSCHLAND GMBH,299757.67,COBRA SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,EADS DEUTSCHLAND GMBH,1212027.18,HELICOPTER SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,EADS DEUTSCHLAND GMBH,1360967.07,COBRA SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,ECOLOG AG,169750.97,KAF RLS SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,ECOLOG AG,194308.1,KAF RLS PROJECT SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,ECOLOG AG,443867.31,NON A&E SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,ECOLOG INTERNATIONAL DEUTSCHLAND GMBH,106877.1,WARRIOR RECOVERY H&S,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,ELNIC GESELLSCHAFT FUER,194151.03,PATRIOT SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,ELNIC GESELLSCHAFT FUER,1367780.85,PATRIOT SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,EMDER ANLAGEN- UND FARHZEUGTECHNIK,437099.4,HAWK SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,EUROCOPTER DEUTSCHLAND GMBH,196965.78,HELICOPTER SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,EUROCOPTER DEUTSCHLAND GMBH,243639.2,HELICOPTER SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,EUROCOPTER DEUTSCHLAND GMBH,246683.3,HELICOPTER SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,EUROCOPTER DEUTSCHLAND GMBH,518905.07,HELICOPTER SPARES,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,EUROSPIKE GMBH,227609.72,SPIKE SPARE PARTS KIT,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,EUROSPIKE GMBH,266880.0,GUIDANCE UNIT,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,GE SENSING & INSPECTION,115314.4,AWACS SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,GENTAS GMBH,362186.74,VALVE,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,GLOBAL LOGISTICS SUPPORT GMBH,262341.65,DAIMLER CHASSIS SPARE PARTS FOR THE PRV,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,GOODRICH CONTROL SYSTEMS GMBH,112103.5,HELICOPTER SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,GOODRICH CONTROL SYSTEMS GMBH,264607.35,AWACS SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,GORE W.L. & ASSOCIATES GMBH,237912.4,PATRIOT SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,GUMMI-METALL-TECHNIK GMBH (G.M.T.),169580.0,TRACK SHOE PADS,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,GUMMI-METALL-TECHNIK GMBH (G.M.T.),456920.8,TRACK SHOE,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,HECKLER & KOCH GMBH,130429.26,SUPPLY OF LAUNCHER GRENADE,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,HERKULES FAHRZEUGLOGISTIK GMBH,141613.2,"SUPPLY OF VALVE, SOLENOID",DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,HERKULES FAHRZEUGLOGISTIK GMBH,154123.2,WARDAM II SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,HERKULES FAHRZEUGLOGISTIK GMBH,368711.4,SHOCK ABSORBER DIRECT ACTION,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,HERKULES FAHRZEUGLOGISTIK GMBH,368711.4,SHOCK ABSORBER DIRECT ACTION,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,IMS INDUSTRIAL & MARINE SERVICES,246356.65,SUPPLY OF MAINTENANCE SETS.,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,INDUSTRIEWERKE SAAR GMBH,735008.37,RANDOM BROKERAGE SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,JDSU DEUTSCHLAND GMBH,147117.6,"TEST PAD, WITH FIREBERD8000 MODULE",DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,JEPPESEN GMBH,695000.0,FIXED WING A/C SERVICES,DEU,Outline Agreement,Q1Q2
NATO,2011,Germany,JOWA,143097.72,PZH2000 SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,KAERCHER FUTURETECH GMBH,232289.85,WATERCLEAN 1600-GT,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,KAERCHER FUTURETECH GMBH,232289.85,WATERCLEAN 1600-GT,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,KAERCHER FUTURETECH GMBH,826976.33,WATER BOTTLING CONTAINER WBP 700 ST,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,KAERCHER FUTURETECH GMBH,826976.33,WATER BOTTLING CONTAINER WBP 700 ST,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,KAPPA OPTO-ELECTRONICS GMBH,109309.6,INSPECTION SET,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,KAPPA OPTO-ELECTRONICS GMBH,109309.6,INSPECTION SET,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,111831.06,GENERATOR VERBRENNUNGSMOT,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,113590.8,VERBINDER END   GLEISKETTE,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,113590.8,VERBINDER END   GLEISKETTE,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,148749.46,REGELGERAET  GENERATOR  VERBREN.,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,148749.46,REGELGERAET  GENERATOR  VERBREN.,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,193033.47,GROBSTAUBABSAUGGEBLAESE,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,193033.47,GROBSTAUBABSAUGGEBLAESE,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,236272.2,VERBINDER END   GLEISKETTE,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,282809.4,VERBINDER  MITTEN,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,282809.4,VERBINDER  MITTEN,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,690051.6,PZH2000 SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,KRAUSS-MAFFEI WEGMANN GMBH & CO KG,1946000.0,PRODUCT SUPPORT FOR KMW EQUIPMENT,DEU,Outline Agreement,Q1Q2
NATO,2011,Germany,LAPUA GMBH,449653.88,BALL 11G,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,LAPUA GMBH,1238146.67,AMMUNITION SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,LECHMOTOREN GMBH,509179.24,PATRIOT SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,LECHMOTOREN GMBH,2466899.72,PATRIOT SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,LFK LENKFLUGKOERPERSYSTEME GMBH,164493.99,SUPPORT TO PATRIOT TRAINING,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,MAIBACH-INDUSTRIE PLASTIC GMBH,208500.0,PZH2000 CONTAINERS & PACKAGING,DEU,Outline Agreement,Q3Q4
NATO,2011,Germany,MONTI WERKZEUGE GMBH,208500.0,MBX BRISTLE BLASTER SET,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,MONTI WERKZEUGE GMBH,208500.0,MBX BRISTLE BLASTER SET,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,MTU FRIEDRICHSHAFEN GMBH,8124611.16,DIESEL ENGINES,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,MUNTERS GMBH,879383.5,DEHUMIDIFICATION UNITS,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,OBERMEYER PLANEN UND,194821.01,A&E SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,OBERMEYER PLANEN UND BERATEN,257397.42,A&E SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,OBERMEYER PLANEN UND BERATEN,326160.72,A&E SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,OBERMEYER PLANEN UND BERATEN,834000.0,KAF RLS SERVICES,DEU,Outline Agreement,Q1Q2
NATO,2011,Germany,PAAR LOGISTIK  GMBH,262237.4,RADIATOR ENGINE COO,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,PAAR LOGISTIK  GMBH,262237.4,RADIATOR ENGINES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,PILLER POWER SYSTEMS GMBH,978888.04,FREQUENCY CONVERTERS,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,PWA ELECTRONIC SERVICE- &,391172.41,RUGGEDIZED LAPTOPS,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,RENK AG,8317302.69,LANDCOMBAT  SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,RHEINMETALL WAFFE MUNITION GMBH,159941.74,PROCUREMENT OF AMMUNITION,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,RHEINMETALL WAFFE MUNITION GMBH,170874.09,PROCUREMENT OF AMMUNITION,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,RHEINMETALL WAFFE MUNITION GMBH,439256.68,AMMUNITION SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,RHEINMETALL WAFFE MUNITION GMBH,496973.65,AMMUNITION SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,RHEINMETALL WAFFE MUNITION GMBH,910052.46,PROCUREMENT OF AMMUNITION,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,RHEINMETALL WAFFE MUNITION GMBH,1025472.5,PROCUREMENT OF FLARE BIRDIE 118 & 218,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,RHEINMETALL WAFFE MUNITION GMBH,1042500.0,DLM SERVICES FOR PZH2000,DEU,Outline Agreement,Q1Q2
NATO,2011,Germany,RHEINMETALL WAFFE MUNITION GMBH,1342676.06,GRENADES CARTRIDGES,DEU,Outline Agreement,Q3Q4
NATO,2011,Germany,ROCKWELL COLLINS DEUTSCHLAND GMBH,136794.07,ROCKWELL COLLINS FIRESTORM,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,ROCKWELL COLLINS DEUTSCHLAND GMBH,136794.07,ROCKWELL COLLINS FIRESTORM,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,ROCKWELL COLLINS DEUTSCHLAND GMBH,272786.11,NADGE SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,ROCKWELL COLLINS DEUTSCHLAND GMBH,507350.0,MODIFICATION OF RADIO RECEIVER- TRANSCEIVERS RT-1300/ARC-186(V),DEU,Outline Agreement,Q3Q4
NATO,2011,Germany,ROCKWELL COLLINS DEUTSCHLAND GMBH,2446393.05,ARC-243 A&B KITS,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,ROTHE ERDE GMBH,514578.0,"STATOR, TRACK DRS 3847",DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,RUAG AMMOTEC GMBH,278657.47,AMMUNITION SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,SCHLEIFRING & APPARRATEBAU GMBH,1786150.0,SPARE PARTS FOR THE NATO AWACS,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,SCHOPF MASCHINENBAU GMBH,329395.25,SPARE PARTS FOR THE NATO AWACS,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,SPREEWERK LUEBBEN GMBH,154295.56,AMMUNITION SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,SPREEWERK LUEBBEN GMBH,421096.33,AMMUNITION SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,STEINER OPTIK GMBH,411655.45,TACTICAL MILITARY 7 X 50,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,TASER INTERNATIONAL EUROPE SE,239844.5,CARTRIDGES GREEN BLAST DOOR / 7.6 M,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,TASER INTERNATIONAL EUROPE SE,261229.65,TASER CAM FOR TASER X 26 E,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,TASER INTERNATIONAL EUROPE SE,396130.54,CARTRIDGES GREEN BLAST DOOR / 7.6 M,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,TASER INTERNATIONAL EUROPE SE,550494.21,TASER X 26 E / FRANCE - KIT,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,TELENT GMBH,124834.51,MULTIPLEXER,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,TEST-FUCHS,514268.03,FIXED WING A/C SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,THALES DEFENCE DEUTSCHLAND GMBH,190595.41,RADAR RECEIVERS,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,THALES DEFENCE DEUTSCHLAND GMBH,394979.62,AMMUNITION SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,TRANSA SPEDITION GMBH,286381.7,RAIL TRANSPORT,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,TURBOMECA GMBH,725578.61,HELICOPTER SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,VALLON GMBH,141104.46,GEORGIA DEMINING EQUIPMENT PROJECT.,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,VALLON GMBH,180144.0,SUPPLY OF MINE DETECTORS,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,VALLON GMBH,357063.2,SPARES FOR METAL MINE DETECTORS,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,VALLON GMBH,363624.0,MINEHOUND VMR3 COMPLET SET,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,VALLON GMBH,1179031.36,DCMC S1 DETECTION KIT,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,VALLON GMBH,1179031.36,DETECTION KITS,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,WEISS UMWELTTECHNIK GMBH,278000.0,INSPECTION AND REPAIR OF SPARES OF WEISS ORIGIN,DEU,Outline Agreement,Q3Q4
NATO,2011,Germany,WKC STAHL & METALLWARENFABRIK,1976580.0,RANDOM BROKERAGE SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2011,Germany,ZF LUFTFAHRTTECHNIK GMBH,980533.8,HELICOPTER SPARES,DEU,Orders Awarded,Q3Q4
NATO,2011,Germany,ZIMMERMANN F. GMBH,1890950.44,CNC MILLING MACHINE,DEU,Orders Awarded,Q3Q4
NATO,2011,Greece,APELLA SA,351670.0,PNEUMATIC TYRES,GRC,Orders Awarded,Q1Q2
NATO,2011,Greece,HELLENIC AEROSPACE INDUSTRY LTD,194922.48,BATTERY PACKS,GRC,Orders Awarded,Q1Q2
NATO,2011,Greece,HELLENIC DEFENCE SYSTEMS SA,238398.9,AMMUNITION SUPPLIES,GRC,Orders Awarded,Q1Q2
NATO,2011,Greece,MIETSEL LTD,131651.07,POWER SUPPLY,GRC,Orders Awarded,Q3Q4
NATO,2011,Greece,MORAGLIS SA,570464.34,"TIRE, PNEUMATIC, VEHICULAR (235X85R",GRC,Orders Awarded,Q3Q4
NATO,2011,Greece,MORAGLIS SA,1317770.04,"TIRE, PNEUMATIC, VEHICULAR (900X20)",GRC,Orders Awarded,Q3Q4
NATO,2011,Greece,SIELMAN SA,107141.2,POWER SUPPLY,GRC,Orders Awarded,Q3Q4
NATO,2011,Greece,SIELMAN SA,114366.42,HAWK SERVICES,GRC,Orders Awarded,Q1Q2
NATO,2011,Greece,SIELMAN SA,120346.2,HAWK SUPPLIES,GRC,Orders Awarded,Q1Q2
NATO,2011,Greece,SIELMAN SA,144184.7,INTAKE AIR CLEANERS,GRC,Orders Awarded,Q1Q2
NATO,2011,Greece,SIELMAN SA,146742.3,HAWK SUPPLIES,GRC,Orders Awarded,Q1Q2
NATO,2011,Greece,SIELMAN SA,176669.0,"SUPPLY OF WIRING HARNESS, CABLE ASSEMBLY",GRC,Orders Awarded,Q3Q4
NATO,2011,Greece,SIELMAN SA,284644.2,HAWK SERVICES,GRC,Orders Awarded,Q1Q2
